tempo_h;X_g_L;S_g_L;P_g_L
27,450000;63,998961;0,003711;94,498441
27,500000;63,999132;0,003100;94,498698
27,550000;63,999275;0,002590;94,498912
27,600000;63,999394;0,002163;94,499091
27,650000;63,999494;0,001807;94,499241
27,700000;63,999577;0,001510;94,499366
27,750000;63,999647;0,001261;94,499470
27,800000;63,999705;0,001053;94,499558
27,850000;63,999754;0,000880;94,499630
27,900000;63,999794;0,000735;94,499691
27,950000;63,999828;0,000614;94,499742
28,000000;63,999856;0,000513;94,499785
28,050000;63,999880;0,000428;94,499820
28,100000;63,999900;0,000358;94,499850
28,150000;63,999916;0,000299;94,499874
28,200000;63,999930;0,000250;94,499895
28,250000;63,999942;0,000209;94,499912
28,300000;63,999951;0,000174;94,499927
28,350000;63,999959;0,000146;94,499939
28,400000;63,999966;0,000122;94,499949
28,450000;63,999972;0,000102;94,499957
28,500000;63,999976;0,000085;94,499964
28,550000;63,999980;0,000071;94,499970
28,600000;63,999983;0,000059;94,499975
28,650000;63,999986;0,000049;94,499979
28,700000;63,999988;0,000041;94,499983
28,750000;63,999990;0,000035;94,499986
28,800000;63,999992;0,000029;94,499988
28,850000;63,999993;0,000024;94,499990
28,900000;63,999994;0,000020;94,499992
28,950000;63,999995;0,000017;94,499993
29,000000;63,999996;0,000014;94,499994
29,050000;63,999997;0,000012;94,499995
29,100000;63,999997;0,000010;94,499996
29,150000;63,999998;0,000008;94,499997
29,200000;63,999998;0,000007;94,499997
29,250000;63,999998;0,000006;94,499998
29,300000;63,999999;0,000005;94,499998
29,350000;63,999999;0,000004;94,499998
29,400000;63,999999;0,000003;94,499999
29,450000;63,999999;0,000003;94,499999
29,500000;63,999999;0,000002;94,499999
29,550000;63,999999;0,000002;94,499999
29,600000;64,000000;0,000002;94,499999
29,650000;64,000000;0,000001;94,499999
29,700000;64,000000;0,000001;94,500000
29,750000;64,000000;0,000001;94,500000
29,800000;64,000000;0,000001;94,500000
29,850000;64,000000;0,000001;94,500000
29,900000;64,000000;0,000001;94,500000
29,950000;64,000000;0,000000;94,500000
30,000000;64,000000;0,000000;94,500000
30,050000;64,000000;0,000000;94,500000
30,100000;64,000000;0,000000;94,500000
30,150000;64,000000;0,000000;94,500000
30,200000;64,000000;0,000000;94,500000
30,250000;64,000000;0,000000;94,500000
30,300000;64,000000;0,000000;94,500000
30,350000;64,000000;0,000000;94,500000
30,400000;64,000000;0,000000;94,500000
30,450000;64,000000;0,000000;94,500000
30,500000;64,000000;0,000000;94,500000
30,550000;64,000000;0,000000;94,500000
30,600000;64,000000;0,000000;94,500000
30,650000;64,000000;0,000000;94,500000
30,700000;64,000000;0,000000;94,500000
30,750000;64,000000;0,000000;94,500000
30,800000;64,000000;0,000000;94,500000
30,850000;64,000000;0,000000;94,500000
30,900000;64,000000;0,000000;94,500000
30,950000;64,000000;0,000000;94,500000
31,000000;64,000000;0,000000;94,500000
31,050000;64,000000;0,000000;94,500000
31,100000;64,000000;0,000000;94,500000
31,150000;64,000000;0,000000;94,500000
31,200000;64,000000;0,000000;94,500000
31,250000;64,000000;0,000000;94,500000
31,300000;64,000000;0,000000;94,500000
31,350000;64,000000;0,000000;94,500000
31,400000;64,000000;0,000000;94,500000
31,450000;64,000000;0,000000;94,500000
31,500000;64,000000;0,000000;94,500000
31,550000;64,000000;0,000000;94,500000
31,600000;64,000000;0,000000;94,500000
31,650000;64,000000;0,000000;94,500000
31,700000;64,000000;0,000000;94,500000
31,750000;64,000000;0,000000;94,500000
31,800000;64,000000;0,000000;94,500000
31,850000;64,000000;0,000000;94,500000
31,900000;64,000000;0,000000;94,500000
31,950000;64,000000;0,000000;94,500000
32,000000;64,000000;0,000000;94,500000
32,050000;64,000000;0,000000;94,500000
32,100000;64,000000;0,000000;94,500000
32,150000;64,000000;0,000000;94,500000
32,200000;64,000000;0,000000;94,500000
32,250000;64,000000;0,000000;94,500000
32,300000;64,000000;-0,000000;94,500000
32,350000;64,000000;-0,000000;94,500000
32,400000;64,000000;-0,000000;94,500000
32,450000;64,000000;-0,000000;94,500000
32,500000;64,000000;-0,000000;94,500000
32,550000;64,000000;0,000000;94,500000
32,600000;64,000000;0,000000;94,500000
32,650000;64,000000;0,000000;94,500000
32,700000;64,000000;0,000000;94,500000
32,750000;64,000000;0,000000;94,500000
32,800000;64,000000;0,000000;94,500000
32,850000;64,000000;0,000000;94,500000
32,900000;64,000000;0,000000;94,500000
32,950000;64,000000;0,000000;94,500000
33,000000;64,000000;-0,000000;94,500000
33,050000;64,000000;-0,000000;94,500000
33,100000;64,000000;-0,000000;94,500000
33,150000;64,000000;-0,000000;94,500000
33,200000;64,000000;-0,000000;94,500000
33,250000;64,000000;-0,000000;94,500000
33,300000;64,000000;-0,000000;94,500000
33,350000;64,000000;-0,000000;94,500000
33,400000;64,000000;-0,000000;94,500000
33,450000;64,000000;-0,000000;94,500000
33,500000;64,000000;-0,000000;94,500000
33,550000;64,000000;-0,000000;94,500000
33,600000;64,000000;0,000000;94,500000
33,650000;64,000000;0,000000;94,500000
33,700000;64,000000;0,000000;94,500000
33,750000;64,000000;0,000000;94,500000
33,800000;64,000000;0,000000;94,500000
33,850000;64,000000;0,000000;94,500000
33,900000;64,000000;0,000000;94,500000
33,950000;64,000000;0,000000;94,500000
34,000000;64,000000;0,000000;94,500000
34,050000;64,000000;0,000000;94,500000
34,100000;64,000000;0,000000;94,500000
34,150000;64,000000;-0,000000;94,500000
34,200000;64,000000;-0,000000;94,500000
34,250000;64,000000;-0,000000;94,500000
34,300000;64,000000;-0,000000;94,500000
34,350000;64,000000;-0,000000;94,500000
34,400000;64,000000;-0,000000;94,500000
34,450000;64,000000;-0,000000;94,500000
